validAlertedResponses,age,gender,avg_happy,avg_energised,avg_focused,avg_stressed,avg_productive1h,avg_AC_10i,avg_AC_2i,avg_AC_5i,avg_BP_11i,avg_BP_13i,avg_BP_1i,avg_BP_9i,avg_EC_2i,avg_EC_5i,avg_GS_11i,avg_KP_10i,avg_SR_7m,avg_SU_3i,avg_SU_6i,avg_TL_10i,avg_TL_14i,avg_TL_6i,avg_TS_14i,avg_TS_1i,avg_AC_9m,avg_BP_4m,avg_EC_9m,avg_GS_12m,avg_GS_4m,avg_GS_7m,avg_KP_13m,avg_KP_3m,avg_KP_6m,avg_SR_12m,avg_SR_13m,avg_SR_14m,avg_SR_8m,avg_SU_12m,avg_SU_14m,avg_SU_16m,avg_TL_13m,avg_TL_16m,avg_TS_13m,avg_TS_16m,avg_TS_4m,avg_TS_8m,avg_AC_12t,avg_AC_4t,avg_AC_7t,avg_BP_5t,avg_GS_15t,avg_GS_5t,avg_GS_9m,avg_KP_4t,avg_KP_7t,avg_SU_15t,avg_TL_17t,avg_TL_1t,avg_TS_9t,avg_BA_1,avg_BA_2,avg_BA_3,avg_BA_4,avg_BA_5,avg_CE_1,avg_CE_2,avg_CE_3,avg_EE_1,avg_EE_2,avg_EE_3,avg_EE_4,avg_EE_5,avg_EE_6,avg_EE_7,avg_EE_8,avg_RC_1,avg_RC_2,avg_RC_3,avg_SA_1,avg_SA_2,avg_SA_3,avg_SA_4,avg_SA_5,avg_SA_6,avg_SA_7 
108,45-54,female,0.694518518,0.564861111,0.554092592,0.228628571,0.738702703,0.75,0.75,0.75,0.75,0.75,0.625,0.75,0.75,0.75,0.8125,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.8,0.8125,0.75,0.8125,0.75,0.833333333,0.75,0.8125,0.75,0.75,0.75,0.85,0.875,0.75,0.8,0.75,0.75,0.75,0.8125,0.75,0.75,0.8125,0.75,0.75,0.75,0.8,0.75,0.75,0.75,0.666666667,0.8125,0.75,1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.8125,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
18,45-54,male,0.583444443,0.4815,0.490833332,0.437375002,0.555666665,,0.25,,0.25,,,1,,0.5,,0.5,,0.5,0.75,0.5,0.25,,,1,0.75,0.5,,0.75,0.75,,,,0.75,,0.75,1,,,,0.75,1,0.5,,0.5,,0.75,0.75,0.75,0.75,0.75,0.75,0.5,,1,0.5,,0.25,0.5,0.5,,0.5,1,0.75,,,0.5,0.75,,,,0,,,1,0.75,,,0.5,0.5,0.75,0.75,,,0.5,1
27,35-44,male,0.981481481,0.895074074,0.932111111,0.22225,0.840909091,1,1,1,1,1,1,1,1,1,1,,,1,0.75,1,1,,1,1,,0.75,,0.5,,0.875,1,,0.75,,1,1,,0.875,0.625,0.875,0.625,,0.625,0.75,1,0.75,0.75,,,,,1,0.625,,,,0.875,0.875,0.5,0.5,0.5,0.75,1,1,1,0.75,1,,1,1,1,,1,1,1,1,1,1,0.875,1,1,,1,1,1
4,35-44,male,0.541749999,0.458250001,0.583499998,0.5,0.444333335,,,,,,,,0.5,,0.75,,,,,,,,,,,0.75,0.75,,,,,,0.75,,,,,0.75,,,,,,,,,,,0.75,,,,0.75,,,,,,,,,,,,0.5,,,,,,,,,,,0.75,,,,0.5,,,,,
17,45-54,male,0.617705882,0.607941175,0.686235295,0.666714285,0.642999998,1,0.75,,,0.25,,0.75,0.75,0.25,1,,0.25,0.75,,0.75,,0.25,,,,0.25,,,0.5,0.75,0.25,0.25,,,,,,,0.5,,,0.5,,,,,0.75,,0.75,0.75,0.25,0.5,,,0.5,,0.75,,,0.5,0.75,,,0.75,,0.5,,,0.25,,,,0.5,,0.25,,0.75,,0.25,,,0.75,,0.5,
3,25-34,female,0.722333332,0.388999999,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,
2,>55,male,0.666500002,0.666500002,0.833499998,0.166999996,0.833000004,,,,,,,,0,,,,,,,,,,,,0,,0,,,,,0,,,,,,0,,,,0,,,,,,0,,0.25,0,,0,,,,,,,,,0,,,,,,,,,,,,,,,1,,,,,,,,
44,35-44,male,0.666613637,0.609772728,0.700681819,0.583499998,0.793103448,0.625,1,0.75,,0.875,0.75,1,0.875,1,1,0.75,0.875,1,1,,0.625,0.75,0.5,0.875,0.75,0.75,0.75,0.666666667,1,0.75,0.75,0.75,1,0.75,0.5,0.75,0.916666667,0.916666667,0.75,0.75,0.875,0.5,,0.5,1,,0.5,0.75,0.75,,,,0.875,0.625,0.75,0.25,0.875,0.25,0.5,0.625,0.5,0.875,,0.916666667,0.875,,,0.25,0.875,,0.5,0.5,,1,0.875,0.875,1,,0.875,0.625,0.75,0.625,1,0.75,0.75
11,35-44,male,0.742363637,0.590909091,0.484818182,0.233399999,0.5,,,,,,,,,,,,,,,,,,,,,,0.5,,1,0.5,,,,,1,,,,,,,,0.5,,0.5,,,,,,,,,0.5,0.75,,,,,,,0.75,,,,0.75,,0.75,0.75,,0.75,0.5,,,,,,,,,,,,,0.75
1,16-24,male,0.5,1,1,0.166999996,1,0.25,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,35-44,male,0.666999996,0.611000001,0.722333332,0,0.88866667,0.75,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,1,,0.75,,,,0.75,,,,,,,,,0.75,,,,,,,,0.75,,,,,,,,,,,,1,,,0.75,,,,,
23,45-54,male,0.681173913,0.789869565,0.797043479,0.214285714,0.696909092,1,0.75,0.5,1,0.25,1,0.875,0.75,,1,,0.5,0.625,1,0.75,1,1,0.5,0.5,0.5,1,0.5,,0.5,1,0.5,0.5,0.5,0.5,,,0.25,0.5,,0.583333333,0.5,0.5,0.416666667,0.5,0.5,0.5,0.5,0.375,0.25,0.5,1,0.5,0.5,,0.5,0.5,0.75,1,0.5,0.5,0.25,0.375,,0.583333333,0.5,0.5,0.5,0.5,1,0.5,0.5,0.25,0.416666667,0.5,1,0.5,1,0.75,0.416666667,0.5,,0.25,1,0.5,0.5
13,25-34,male,0.61553846,0.525538463,0.60246154,0.380857144,0.629555557,0.75,,,0.5,0.75,,0.5,,0.125,0.5,0.75,0.5,0.75,0.75,,,0.5,0.5,,,,0.75,,,0.75,,0.5,,0.5,,,,,,0.75,,0.5,0.5,0.25,,0.75,0.5,1,,1,,,0.75,,,,0.25,0.5,,0.25,,,,0.25,,0.25,0.75,,,,,0.75,0.25,0.25,,0.75,0.5,0.75,0.25,0.75,0,,,,
7,45-54,male,0.404999997,0.476285713,0.571428571,0.777666668,0.595428569,,0.75,,,,,,0.75,0.75,,0,0.75,,0.25,,,,,,,,0.75,,1,,,,0.25,,,,,0.5,,0,0.25,,0.75,,,,,,,,,0.75,,,0.75,,,,,0.5,,,,0.5,,,,,,,,,,,0.75,,,,,,1,0.5,,,
1,35-44,male,0.333000004,0.333000004,0.5,0.666999996,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.75
9,25-34,male,0.759222223,0.629777776,0.666666667,,0.604125001,,,,0.75,0.75,,1,,,,,1,,0.75,,0.5,0.75,,,,,,,1,0.75,,,1,,,,,1,,,0.75,0.75,0.75,,,,,0.75,,0.75,0.75,1,,0.75,,,0.75,,0.75,0.5,,,,,,,,,,,0.75,,1,0.75,,,,,0.75,,,,0.75,,
9,25-34,female,0.481444445,0.407555554,0.648111112,0.222333332,0.777500004,0.75,,0.75,,,0.75,0.75,,0.5,,,,,,0.5,,0.5,0.25,,0.5,,,,,,,0.5,0.75,,0.75,,,,0.75,,,,,0.75,,,,1,,0.75,,,0.75,0.25,,0.25,,,,,,0.75,,,0.75,0.5,0.75,,,,,,,,,,,,,0.5,,,,,
27,35-44,female,0.78388889,0.60488889,0.660444445,0.233399999,0.666666667,0.75,1,,0.75,0.75,1,1,1,,,1,0.75,1,0.75,1,0.75,0.75,1,0.75,1,,1,0.75,,1,0.75,,1,,1,0.75,1,0.75,0.75,,0.75,0.75,0.75,,1,1,0.75,0.75,,,,0.75,,0.75,0.75,0.75,,0.75,0.75,0.75,0.75,0.5,,1,0.75,1,0.75,0.75,1,1,0.75,0.75,1,1,,1,1,0.75,0.75,0.75,,0.75,1,0.75,0.75
1,35-44,female,0.833000004,0.833000004,1,,1,,,,,,1,,,,1,,,,,,0.75,,,,,,,,,,,,,,,,,0.25,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,
7,16-24,male,0.571571427,0.571571427,0.571571427,0.466600001,0.388999999,,,,0.75,,,,,,,,0.75,0.75,,,,,,,,,,,,,,0.75,0.75,0.75,,,,,,,0.75,,,,0.75,,,,,0.75,,,,,0.75,0.75,,0.5,,,0.75,,,0.75,0.25,0.75,,,,,,,,,,0.75,,,0.5,,,,,,
7,25-34,male,0.452285716,0.380714289,0.404857142,0.5,0.452285716,0.75,,0.75,,,,1,,,,,,0.75,,,0.5,0.75,,0.75,,,,,,,,,,0.5,,,,,,,,,1,,1,0.75,,,,,,,,0.75,1,,,,0.5,,,,,,,0.25,0.25,0.25,,,,1,,1,0.25,,,,,,0.5,,,,
16,35-44,female,0.520937499,0.583437499,0.614687499,0.638999999,0.450099999,,,0.5,,0.5,,0.75,0.75,,,0.25,,0.75,0.75,,,0.75,0.25,,,0.5,0.25,0.75,0.75,0.5,0.75,0.5,0.5,,,0.5,,,0.5,,0.25,0,,0.25,0.75,,0.25,,0.5,,,,0.5,0.75,0.5,0.5,,,0.5,0.25,0.5,0.5,,,,,0.5,0,1,0.75,,,,0.75,,1,1,,,0.5,,0.5,1,0.25,
3,25-34,male,0.833333333,0.61133333,0.88866667,,0.833000004,,,,,,,0.5,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,0.75,,,,0.75,1,,,,,0.25,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1,35-44,female,0.833000004,0.833000004,0.833000004,,,,,,,0.5,,,,,,,,1,,,0.25,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
18,45-54,female,0.564888888,0.490777777,0.472222222,0.513916666,0.619000001,1,1,0.5,,1,1,1,0.5,1,1,,1,1,,1,0.75,,1,,,1,,0.75,,1,1,,1,1,,0.5,1,1,,0.5,1,1,0.75,,,0.25,,1,,,1,,,1,1,,,1,,0.75,,,1,1,1,1,,1,1,,1,,1,1,,1,0.5,1,1,1,,,0.75,1,1
4,45-54,male,0.75,0.625,0.791500002,0.166999996,0.666500002,,,,0.75,,,,1,,,,,,,,,,1,,,,,,,0.25,,0.75,,,,1,,,0.75,,0.75,0.75,,,0.5,0.75,,,0.75,,,,,0.75,,0.75,0.75,,,0.75,,,,,,0.5,,,0.75,0.75,,,,,,1,,,0.75,,,1,,,0.75
1,25-34,male,0.5,0.5,0.666999996,,0.333000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,
4,45-54,male,0.208499998,0.25,0.166749999,0.166999996,0.055666665,,,,0.5,,,,0.25,,,,,,,,0.75,,,0,0,,,,,,,,,,,,,,,,,,,,,0,,,0.75,,,,,,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,,0
13,25-34,male,0.576999999,0.602615384,0.538538461,0.266600001,0.500142855,,0.5,,,0.5,,0.75,,,,,0.75,,,0.5,0.5,0.75,0.75,,,0.75,0.5,,0.75,,0.5,,0.75,,,0.25,0.25,,,,0.25,,0.75,0.75,,,,0.5,,,,0.25,,0.75,0.75,,,0.5,,0.25,0.25,0.75,0.5,0.75,0.75,,,0.75,0.5,0.5,0.5,,,0.25,0.5,0.5,,,,0.25,0.5,,,,0.5
88,25-34,male,0.613727272,0.409079546,0.439363637,0.431294119,0.833166669,0.75,0.875,0.416666667,0.625,0.25,0.625,0.75,0.75,0.375,0.75,0.583333333,0.75,0.583333333,0.333333333,0.75,0.75,0.75,0.666666667,0.625,0.333333333,0.25,0.125,0.416666667,0.25,0.333333333,0.375,0.375,0.5,0.5,0.25,0.25,0.333333333,0.333333333,0.375,0.25,0.333333333,0.416666667,0.25,0.0625,0.5,0.5,0.25,0.25,0.5,0.4375,0.0625,0.25,0.25,0.5,0.625,0.5,0.25,0.333333333,0.25,0.25,0.125,0.25,0.166666667,0.416666667,0,0.25,0.25,0,0.25,0.125,0.25,0.25,0.125,0.416666667,0.125,0.625,0.916666667,0.125,0,0.125,0.0625,0.25,0.75,0.25,0.333333333
5,25-34,female,0.633399999,0.6,0.833200002,,0.899800003,,1,,,,1,,,,1,,,,1,,,,,,,,1,,,0.75,,,,,,,,,,,,0.75,,0.5,,0.5,,,,,0.5,,,,,,,,0.5,,0.75,0.75,,,,,,,1,,,,,,,,,,,0.75,,,,,
1,unspecified,unspecified,0.833000004,0.666999996,0.666999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.75,,,,,,,,,,,,,,,,,,,0.5,,,
3,25-34,male,0.722333332,0.222333332,0.444333335,0.333000004,,,,,,,,,1,,,,,0.25,,,0.5,,,0.75,0.75,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,0.75,,,,0.75,,,,,,,,,,,
63,35-44,female,0.661317461,0.719571429,0.769777779,0.5625,0.749956522,0.75,,0.625,0.75,0.5,0.75,0.75,0.75,0.666666667,0.666666667,0.666666667,0.5,0.5,0.75,0.5,0.375,0.75,0.666666667,0.666666667,0.5,0.625,1,0.25,0.583333333,0.416666667,0.5,0.25,0.75,0.75,0.4375,0.75,0.5,0.75,0.5,0.25,0.25,0.5,0.5,0.25,0.75,0.625,0.25,,0.75,0.416666667,0.625,0.75,0.375,0.25,0.5,0.5,0.625,0.375,0.5,0.25,0.5,0.666666667,,0.833333333,0.5,0.5,0.75,0.5625,0.875,1,0.5,0.75,0.833333333,1,0.75,0.875,0.916666667,0.25,0.5,0.625,0.6875,0.5,0.583333333,0.583333333,0.625
19,35-44,female,0.81557895,0.666526318,0.727894739,0.555666665,0.742454545,0.5,1,,0.75,0.5,0.75,1,1,0.5,0.5,0.5,0.5,,,0.5,,0.5,0.25,0.5,,0.75,,,,,0.5,,0.5,,0.5,0.5,0.75,0.75,0.75,,0.5,,0.75,0.5,,0.75,,,0.75,0.5,0.5,0.5,0.75,0.5,,0.5,,0.5,0.5,,,0.5,0.5,0.5,0.5,,0.5,0.5,1,,0.5,,0.75,0.75,0.5,0.5,1,,0.5,,0.5,,,0.5,0.5
4,16-24,male,0.499750003,0.375249997,0.541500002,0.083499998,0.444666664,,,,1,,,,,,,,,,,,,,,0.75,,1,,,,0.75,,,,0.75,0.75,,,,,,,,,,,,,,,,,1,,,,,0.75,,0.75,,,,,1,,,,,,,,,0.75,,,,,,,,,,,,
9,45-54,male,0.555666665,0.333333333,0.50011111,0.5,0.5,0.5,,,,,,,,,,,0.5,0.5,,0.75,,,,,,0.5,,,0.25,,,,0.75,,,0.75,,0.75,0.75,0.5,0.5,,,,0.75,,,,0.75,0.5,0.75,0.5,,,,,,,,,,0.75,,,,,0.75,,,,,,,,0.75,,,,,,,,1,,
10,16-24,female,0.6667,0.5167,0.6167,0.055666665,0.604125001,,,0,,,,,,,,,,0,,0,,,,,,0,,,0,,0,,0,,,,,0.25,0.25,,,,,,,,,0,,,,,,0,0,,0,,,0.25,0,0,0,1,,,0,,0,,,,,,0,,,0,,0,0,,,,
90,>55,female,0.887055555,0.774111111,0.744455555,0.274950001,0.799453125,1,0.875,0.95,0.7,1,0.916666667,0.833333333,1,1,1,0.833333333,1,1,0.9375,0.75,0.607142857,0.916666667,1,0.75,0.9,0.9375,1,0.9375,1,0.75,1,1,0.75,1,1,0.875,0.9375,0.875,0.875,0.75,1,0.666666667,0.8125,0.6,0.875,0.8125,0.875,0.9375,0.9375,0.875,1,1,0.75,0.916666667,1,0.75,0.916666667,0.8125,0.916666667,0.666666667,0.833333333,0.75,0.875,1,0.875,0.9375,0.9,0.75,0.75,0.916666667,0.833333333,1,0.833333333,0.75,1,0.9375,1,0.8,0.875,0.875,0.9375,0.75,1,0.75,0.916666667
17,35-44,male,0.500058823,0.460999997,0.588235294,0.5,0.45472727,,,0.25,0.75,0.5,,,,,1,1,,1,0.75,,,,0.75,,0.75,,0.25,,,0,0.75,0.5,,,,,0.75,,,0.75,,,0.75,,,0.75,,0.75,0.75,0.75,0.75,0.75,0.75,,,0.75,0.75,,,,,,0.5,0.5,,0.75,,0.75,,0.75,0.75,0.75,0.75,,,,1,0.75,,,0.75,0.75,1,,1
113,35-44,female,0.321460178,0.439477877,0.548725663,0.447781252,0.60387013,0.708333333,0.75,0.541666667,0.583333333,0.5,0.75,0.85,0.642857143,0.59375,0.7,0.583333333,0.392857143,0.625,0.55,0.625,0.55,0.583333333,0.535714286,0.6,0.392857143,0.357142857,0.464285714,0.357142857,0.45,0.375,0.291666667,0.2,0.428571429,0.208333333,0.607142857,0.392857143,0.416666667,0.357142857,0.2,0.3125,0.375,0.25,0.333333333,0.5,0.333333333,0.3125,0.75,0.642857143,0.791666667,0.678571429,0.583333333,0.607142857,0.428571429,0.708333333,0.75,0.642857143,0.65,0.625,0.5,0.3,0.333333333,0.458333333,0.375,0.375,0.5,0.5,0.5,0.458333333,0.5,0.583333333,0.5,0.714285714,0.65,0.607142857,0.666666667,0.40625,0.916666667,0.625,0.5,0.583333333,0.541666667,0.333333333,0.642857143,0.458333333,0.541666667
2,35-44,male,0.416500002,0.25,0.416999996,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,0.25,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,
23,25-34,male,0.905695653,0.760869565,0.797130434,0,0.771894737,1,1,1,1,0.75,1,1,1,1,1,1,0.5,1,1,1,0.75,1,1,1,0.75,0.875,1,,0.5,1,1,0.916666667,1,1,1,0.75,1,1,0.9375,1,0.5,1,1,0.5,1,0.75,1,0.833333333,1,0.916666667,0.583333333,0.875,,1,1,1,1,0.583333333,0.75,0.75,1,1,1,1,0.75,1,1,0.75,1,0.875,1,0.75,1,1,1,1,0.75,1,0.833333333,0.75,0.916666667,1,1,0.75,0.833333333
37,35-44,female,0.878351352,0.774783784,0.74781081,0,0.900099999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,0.75,1,1,1,1,1,1,0.875,0.875,1,1,1,0.875,1,0.75,0.75,0.75,1,0.75,0.75,0.75,1,,1,1,1,0.75,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9375
1,25-34,female,0.666999996,0.666999996,0.666999996,,0.5,,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,35-44,male,0.653961537,0.636403844,0.617144229,0.324405404,0.653969229,0.625,0.75,0.625,0.625,0.75,0.625,0.75,0.75,0.625,0.75,0.75,0.8125,0.75,0.625,0.6875,0.5625,0.75,0.75,0.666666667,0.875,0.6875,0.75,0.6875,0.9375,0.75,0.666666667,0.8125,0.8125,0.875,0.666666667,1,0.875,0.75,0.75,0.583333333,0.75,0.75,0.75,0.9375,0.666666667,0.75,0.625,0.75,0.666666667,0.5,0.6875,0.625,0.6875,0.75,0.75,0.625,0.6875,0.6875,0.6875,0.625,0.666666667,0.6875,0.6875,0.666666667,0.5,0.666666667,0.6875,0.625,0.625,0.6875,0.666666667,0.625,0.666666667,0.75,0.583333333,0.583333333,0.625,0.6875,0.625,0.666666667,0.6875,0.5625,0.666666667,0.5625,0.75
2,35-44,male,0.166999996,0.166999996,0.166999996,,0.25,,,0.75,,,,,,,0.75,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,0,,,,,,,,,,,,,,0.5
44,35-44,male,0.704681816,0.749977273,0.829477274,0.470529413,0.703195123,0.75,1,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.5,,0.75,0.75,0.75,,0.75,0.75,0.75,0.75,0.75,0.75,1,0.75,1,1,1,,0.833333333,0.833333333,0.625,0.75,0.75,0.75,0.75,0.625,,0.75,0.833333333,0.75,0.916666667,0.625,0.875,0.75,0.5,0.75,,0.75,0.75,0.75,0.75,0.5,0.75,0.5,0.625,0.666666667,0.875,0.75,0.5,,0.75,0.5,0.833333333,1,0.5,0.75,,0.75,0.75,1,1,,0.75,,0.75,0.75,0.75,0.75,0.75
62,35-44,female,0.908532259,0.806403226,0.849419355,0.104208333,0.927954546,0.625,1,0.75,1,0.75,1,1,1,0.666666667,0.8125,0.75,1,1,1,1,0.833333333,0.916666667,0.75,0.875,1,0.625,1,0.9375,1,1,1,1,1,0.75,0.375,1,1,1,1,1,1,0.5,0.75,0.375,1,1,0.75,0.625,0.75,1,0.875,0.625,1,0.75,0.75,0.625,0.375,0.5,0.75,0.333333333,0.875,0.625,1,1,0.875,0.75,1,0.375,0.833333333,0.75,1,0.75,1,0.875,1,1,1,0.875,1,0.75,0.875,0.75,0.9375,0.5,0.75
35,35-44,male,0.581057142,0.404685715,0.542857143,0.145999998,0.444499999,,0.75,0.5,0.75,0.5,0.583333333,,0.75,,0.75,1,0.5,,0.75,0.75,0.25,0.75,,,,0.75,0.75,,0.75,0.75,0.5,0.75,0.75,0.5,,0.5,0.5,0.75,,,0.75,0.5,,0.5,0.75,,,0.75,0.75,,,0.75,,,,0.5,,,0.75,0.5,0.5,,0.5,,,,,0.25,0.75,,0.25,,0.5,,,1,0.875,0.75,0.5,0.75,,,,0.5,0.416666667
9,45-54,female,0.740777777,0.666666667,0.685222222,0.083499998,0.749875002,0.75,0.75,0.75,1,,0.5,,0.75,0.5,,,0.5,0.5,,,0.25,,,0.75,0.5,0.5,,0.5,0.5,0.5,,,,0.5,,0.5,0.5,0.5,,,,0.5,,0.5,0.5,0.5,,,1,0.75,1,0.75,,,0.75,0.5,0.5,0.75,0.75,0.25,0.75,0.5,,1,0.5,0.75,0.5,,0.75,,,0.75,0.5,0.5,0.75,0.75,,0.75,0.5,0.75,,,0.75,,0.75
14,25-34,male,0.690428572,0.595357141,0.642857143,0.357142857,0.555666665,0.75,0.75,,0.75,0.75,1,1,0.75,0.5,0.75,,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.5,0.5,0.25,,0.5,0.5,0.75,0.5,0.5,,0.5,,0.5,0.25,,0.5,,,0.25,,0.5,0.5,,0.75,,,0.5,0.25,0.5,0.5,,0.375,,0.5,0.25,,,,0.5,0.75,0.5,0.25,0.75,0.25,0.5,0.5,0.375,,0.5,,,0.5,1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5
13,35-44,male,0.512846154,0.474384615,0.589846153,0.285857141,0.458499998,,0.75,,,,0.5,0.75,,,,,,1,,,,,0.25,0.75,1,0.75,0.5,,1,0.75,,1,,1,,,,,,0.5,,,1,0.75,,,,,,,0.75,,,,0.75,,1,0.5,0.5,0.5,,0.5,,,,0.5,0.5,,,0.75,0.25,0.75,0.5,,,0.75,0.5,0.75,,,0.25,,0.25,,0.5
11,25-34,male,0.636363636,0.696909092,0.51509091,0.11133333,0.666666667,0.75,,,0.75,,,,0.75,0.75,0.75,,,,,,,0.75,,,,,,,,,,,0.5,,,,,,0.75,,,0.75,0.75,,0.75,,,,0.75,,,0.5,0.5,0.75,0.75,,,,,,,,,0.75,,,,,,0.5,,0.25,,,,0.5,,,,,0.25,0.25,0.75,,
3,16-24,male,0.555333336,0.5,0.666666667,0.333000004,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,0.75,,,,,,,,,,,,,1,,,,,,,,,0.5,0.25
43,35-44,male,0.651162791,0.492255814,0.480627907,0.772636365,0.560636363,0.875,1,0.75,1,1,1,,1,0.833333333,1,1,1,0.5,,1,,,,0.875,0.25,0.666666667,0.875,0.5,0.333333333,,1,0.5,0.625,0.75,0.5,0.833333333,1,,1,0.75,1,0.25,0.75,0.5,0.875,0.5,1,0.5,1,0.75,1,0.75,0.875,0.666666667,,0.75,0.25,0.5,0.75,0.25,0.875,0.833333333,0.75,1,,0.75,,0.125,1,1,0.25,1,1,1,1,1,1,,,1,0.75,1,,1,0.833333333
7,35-44,male,0.666714285,0.618857145,0.619000001,0.291749999,0.472166667,,1,,,,0.75,0.75,,,,0.5,,,,,,,,0.75,,0.75,0.5,0.75,0.75,,,,1,,,,,,0.75,,,0.5,,,0.75,,,,,,,,,,0.5,,,0.25,,0.5,,0.75,,0.75,,,1,,,,,,,,,,,,,0.5,,,0.75,,
80,35-44,male,0.679299998,0.614687499,0.660487499,0.363000001,0.637372548,0.55,0.5,0.75,0.6875,0.611111111,0.75,0.55,0.75,0.416666667,0.666666667,0.1875,0.5,0.833333333,0.9375,0.541666667,0.75,0.5625,0.75,0.8125,0.5,0.25,0.625,0.678571429,0.75,0.25,0.5,0.55,0.5,0.25,0.3125,0.666666667,0.25,0.6,0.25,0.3,0.5625,0.75,0.642857143,0.1875,0.8125,0.333333333,0.833333333,0.6875,0.7,0.6,0.5625,0.571428571,0.6,0.6,0.75,0.6875,0.75,0.55,0.6875,0.416666667,0.75,0.291666667,0.15,0.75,0.65,0.5,0.6875,0.4,0.75,0.75,0.4375,0.583333333,0.375,0.6,0.666666667,1,0.75,0.25,0.6875,0.75,0.75,0.5,0.583333333,0.65,0.75
115,45-54,male,0.687017391,0.61461739,0.665286956,0.166916663,0.444438597,0.785714286,0.8125,0.7,0.5625,0.55,0.625,0.958333333,0.6,0.75,0.75,0.6875,0.55,0.785714286,0.892857143,0.6875,0.607142857,0.75,0.75,0.75,0.708333333,0.708333333,0.642857143,0.708333333,0.583333333,0.6,1,0.75,0.8,0.75,0.75,0.95,0.607142857,0.791666667,0.75,0.6,0.75,0.5625,0.678571429,0.535714286,0.958333333,0.71875,0.833333333,0.75,0.791666667,0.84375,0.875,0.75,0.65,0.75,0.8,0.75,0.75,0.75,0.75,0.321428571,0.416666667,0.714285714,0.75,0.875,0.6,0.25,0.5,0.071428571,0.535714286,0.625,0.09375,0.708333333,0.464285714,0.75,0.5,1,1,0.75,0.541666667,0.5,0.5,0.535714286,0.75,0.428571429,0.5
5,25-34,male,0.566799998,0.466600001,0.600199997,0.166999996,0.833000004,0.75,0.75,,,,,,,,,0.75,,,,,,,,,,,,0.75,,0.75,,,,,,,1,0.75,,,,,1,,,,,,,,0.625,0.75,,,,,,,0.75,,,,,,,,,,,,,0.75,0.75,,,,,,,,,,0.75,,
